Kod;Nazwa;Cena;C. zakupu-PLN;Stan zasobów;Ilość;Jm;Typ;Ilość dostępna;Ilość minimalna;Rezerwacje;Braki;Zamówienia;Wartość-PLN
DWUGWINT 8X120;Dwugwint 8x120;0,47;0,37;Stan towaru powyżej ilości minimalnej;241,00;SZT;TP;241,00;145,00;0,00;0,00;420,00;113,27
DWUGWINT 8X160;Dwugwint 8x160;0,65;0,53;Stan towaru powyżej ilości minimalnej;66,00;SZT;TP;66,00;12,00;0,00;0,00;0,00;42,90
DWUGWINT 8X200;Dwugwint 8x200;0,83;0,62;Stan towaru powyżej ilości minimalnej;5,00;SZT;TP;5,00;0,00;0,00;0,00;50,00;4,15
DWUGWINT 8X80;Dwugwint 8x80;0,36;0,26;Stan towaru powyżej ilości minimalnej;504,00;SZT;TP;504,00;77,50;0,00;0,00;2 487,00;181,44
FDA-12-T-250-EIS 120;Klapa ppoż. FDA-12-T-250 EI 120;156,86;136,40;Stan towaru powyżej ilości minimalnej;1,00;SZT;TP;1,00;0,00;0,00;0,00;0,00;156,86
FDA-BU-100-EIS 60;Klapa ppoż. FDA-BU-100-EIS-60;83,51;72,62;Stan towaru powyżej ilości minimalnej;21,00;SZT;TP;21,00;6,50;0,00;0,00;0,00;1 753,71
FDA-BU-125-EIS 60;Klapa ppoż. FDA-BU-125-EIS-60;88,86;77,27;Stan towaru powyżej ilości minimalnej;24,00;SZT;TP;24,00;5,50;0,00;0,00;18,00;2 132,64
FDA-BU-160-EIS 60;Klapa ppoż. FDA-BU-160-EIS-60;96,76;84,14;Stan towaru powyżej ilości minimalnej;15,00;SZT;TP;15,00;1,00;0,00;0,00;0,00;1 451,40
FDA-BU-200-EIS 60;Klapa ppoż. FDA-BU-200-EIS-60;107,90;93,83;Stan towaru powyżej ilości minimalnej;12,00;SZT;TP;12,00;0,00;0,00;0,00;0,00;1 294,80
FILTR STOŻKOWY FI 125;Filtr stożkowy do anemostatu fi 125mm;10,68;8,54;Stan towaru powyżej ilości minimalnej;23,00;SZT;TP;23,00;0,00;0,00;0,00;0,00;245,64
FILTR TŁUSZCZOWY 865X445X45;Filtr tłuszczowy 865x445x45mm;182,00;144,58;Stan towaru powyżej ilości minimalnej;3,00;Szt.;TP;3,00;0,00;0,00;0,00;0,00;546,00
FISCHER SDS 10X210;Wiertło do betonu Fischer SDS 10x210;17,09;14,59;Stan towaru powyżej ilości minimalnej;3,00;SZT;TP;3,00;0,00;0,00;0,00;0,00;51,27
FISCHER SDS 10X260;Wiertło do betonu Fischer SDS 10x260;19,80;17,35;Stan towaru powyżej ilości minimalnej;4,00;SZT;TP;4,00;0,00;0,00;0,00;0,00;79,20
FISCHER SDS 12X160;WIERTŁO DO BETONU SDS 12x160;17,50;15,22;Stan towaru powyżej ilości minimalnej;5,00;SZT;TP;5,00;0,50;0,00;0,00;0,00;87,50
FISCHER SDS 12X210;WIERTŁO DO BETONU SDS 12x210;20,57;17,89;Stan towaru powyżej ilości minimalnej;5,00;SZT;TP;5,00;0,00;0,00;0,00;0,00;102,85
FISCHER SDS 12X310;Wiertło do betonu Fischer SDS 12x310;31,08;25,90;Stan towaru powyżej ilości minimalnej;1,00;SZT;TP;1,00;0,00;0,00;0,00;0,00;31,08
FISCHER SDS 15X210;WIERTŁO DO BETONU SDS 15x210;20,64;17,20;Stan towaru powyżej ilości minimalnej;1,00;SZT;TP;1,00;0,50;0,00;0,00;0,00;20,64
FISCHER SDS 16X210;Wiertło do betonu Fischer SDS 16x210;32,73;28,46;Stan towaru powyżej ilości minimalnej;2,00;SZT;TP;2,00;0,00;0,00;0,00;0,00;65,46
FISCHER SDS 6X110;WIERTŁO DO BETONU SDS 6x110;9,97;9,02;Stan towaru powyżej ilości minimalnej;2,00;SZT;TP;2,00;0,00;0,00;0,00;1,00;19,94
FISCHER SDS 6X160;Wiertło do betonu Fischer SDS 6x160;11,12;9,59;Stan towaru powyżej ilości minimalnej;5,00;SZT;TP;5,00;0,00;0,00;0,00;0,00;55,60
FISCHER SDS 8X160;Wiertło do betonu Fischer SDS 8x160;12,17;10,60;Stan towaru powyżej ilości minimalnej;12,00;SZT;TP;12,00;0,00;0,00;0,00;0,00;146,04
FISCHER SDS 8X210;Wiertło do betonu Fischer SDS 8x210;16,55;13,99;Stan towaru powyżej ilości minimalnej;7,00;SZT;TP;7,00;0,00;0,00;0,00;7,00;115,85
FOLIA BUDOWLANA 4X25;Folia budowlana czarna 4x25 rolka (100m2);0,72;0,60;Stan towaru powyżej ilości minimalnej;200,00;m.kw;TP;200,00;100,00;0,00;0,00;1 300,00;144,00
FOLIA MALARSKA;Folia malarska 4mx5m gruba;4,74;3,95;Stan towaru powyżej ilości minimalnej;10,00;SZT;TP;10,00;1,00;0,00;0,00;0,00;47,40
FOLIA STRECZ CZARNA;Folia  strecz czarna 2,5kg;35,88;24,50;Stan towaru powyżej ilości minimalnej;3,00;SZT;TP;3,00;0,00;0,00;0,00;12,00;107,64
FOLIA STRECZ PRZEŻROCZYSTA;Folia  strecz przeźroczysta 2,5kg;35,88;24,50;Stan towaru powyżej ilości minimalnej;11,00;SZT;TP;11,00;0,00;0,00;0,00;24,00;394,68
FOLIA STRETCH 60X600X0,05;FOLIA STRETCH 60X600X0,05;0,00;0,00;Usługa;0,00;SZT;UP;0,00;0,00;0,00;0,00;0,00;0,00
GUMAPROFILA30/30;Guma do profila 30x30;4,32;3,60;Stan towaru powyżej ilości minimalnej;109,00;mb;TP;109,00;5,60;0,00;0,00;0,00;470,88
GUMAPROFILA41/41;Guma do profila 41x41;7,08;5,90;Stan towaru powyżej ilości minimalnej;112,10;mb;TP;112,10;45,00;0,00;0,00;63,00;793,67
GWOŹDZIE N-63/GZPMI;Gwoździe do zgrzewarki GZPMI 63mm (1000szt) izolowane;271,00;224,59;Stan towaru powyżej ilości minimalnej;3,00;opk;TP;3,00;2,01;0,00;0,00;26,00;813,00
GWOŹDZIE N-80/GZPMI;Gwoździe do zgrzewarki GZPMI 80mm (1000szt) izolowane;308,33;268,09;Stan towaru powyżej ilości minimalnej;1,00;opk;TP;1,00;0,50;0,00;0,00;0,00;308,33
GWOŹDZIE PIERŚCIENIOWE 4,5X125;Gwoździe pierścieniowe 4.5x125 (5kg / 313 szt);17,00;13,00;Stan towaru powyżej ilości minimalnej;25,00;kg;TP;25,00;13,00;0,00;0,00;165,00;425,00
HCD 200/60/2;Nagrzewnica kanałowa HCD-EXT 200/60/2;1 002,92;872,10;Stan towaru powyżej ilości minimalnej;1,00;SZT;TP;1,00;0,00;0,00;0,00;0,00;1 002,92
HRX/1,0H;Regulator obrotów HRX 1.0 1-230V, 1.0;80,96;73,70;Stan towaru powyżej ilości minimalnej;3,00;SZT;TP;3,00;0,50;0,00;0,00;0,00;242,88
HRX/2,5H;Regulator obrotów HRX 2,5 1-230V, 2.5;109,56;94,50;Stan towaru powyżej ilości minimalnej;3,00;SZT;TP;3,00;0,00;0,00;0,00;0,00;328,68
ICM-100/200/HAVACO;Wentylator kanałowy ICM 100/200 Havaco;112,86;99,00;Stan towaru powyżej ilości minimalnej;6,00;SZT;TP;6,00;2,50;0,00;0,00;0,00;677,16
ICM-125/290/HAVACO;Wentylator kanałowy ICM 125/290 Havaco;130,00;90,00;Stan towaru powyżej ilości minimalnej;4,00;SZT;TP;4,00;2,50;0,00;0,00;10,00;520,00
ICM-160/530/HAVACO;Wentylator kanałowy ICM 160/530 Havaco;169,99;139,00;Stan towaru powyżej ilości minimalnej;9,00;SZT;TP;9,00;0,00;0,00;0,00;0,00;1 529,91
ICM-200/840/HAVACO;Wentylator kanałowy ICM 200/840 Havaco;258,06;205,00;Stan towaru powyżej ilości minimalnej;6,00;SZT;TP;6,00;0,50;0,00;0,00;0,00;1 548,36
ICM-250/1410M/HAVACO;Wentylator kanałowy ICM 250/1410 Havaco;508,20;416,90;Stan towaru powyżej ilości minimalnej;1,00;SZT;TP;1,00;0,00;0,00;0,00;0,00;508,20
ICM-315/2210M/HAVACO;Wentylator kanałowy ICM 315/2210 Havaco;558,00;503,25;Stan towaru powyżej ilości minimalnej;1,00;SZT;TP;1,00;0,00;0,00;0,00;0,00;558,00
IL 100 (P);Kolar-100 (P);3,68;0,98;Stan towaru powyżej ilości minimalnej;30,00;SZT;TZ;30,00;0,00;0,00;0,00;32,00;110,40
IL 100 -Z;Kolar-100;2,16;1,80;Stan towaru powyżej ilości minimalnej;7,00;SZT;TP;7,00;0,00;0,00;0,00;0,00;15,12
IL 125 (P);Kolar-125 (P);3,68;0,73;Stan towaru powyżej ilości minimalnej;30,00;SZT;TZ;30,00;0,00;0,00;0,00;0,00;110,40
IL 160 (P);Kolar-160 (P);4,80;1,20;Stan towaru powyżej ilości minimalnej;31,00;SZT;TZ;31,00;0,00;0,00;0,00;0,00;148,80
IL 200 (P);Kolar-200 (P);5,05;1,46;Stan towaru powyżej ilości minimalnej;32,00;SZT;TZ;32,00;0,00;0,00;0,00;60,00;161,60
IL 250 (P);Kolar-250 (P);9,31;2,14;Stan towaru powyżej ilości minimalnej;30,00;SZT;TZ;30,00;0,00;0,00;0,00;0,00;279,30
IL 250-Z;Kolar-250;8,26;3,33;Stan towaru powyżej ilości minimalnej;1,00;SZT;TZ;1,00;0,00;0,00;0,00;180,00;8,26
IL 315 (P);Kolar-315 (P);6,94;3,15;Stan towaru powyżej ilości minimalnej;3,00;SZT;TZ;3,00;0,00;0,00;0,00;0,00;20,82
IL 355-Z;Kolar-355;10,94;6,98;Stan towaru powyżej ilości minimalnej;10,00;SZT;TZ;10,00;3,00;0,00;0,00;1,00;109,40
IL 400-Z;Kolar-400;16,58;7,14;Stan towaru powyżej ilości minimalnej;3,00;SZT;TZ;3,00;0,00;0,00;0,00;20,00;49,74
IL 500-Z;Kolar-500;37,50;0,01;Stan towaru powyżej ilości minimalnej;12,00;SZT;TZ;12,00;0,00;0,00;0,00;0,00;450,00
ILA-100(P);Kołnierz elastyczny okrągły (kompensator drgań) ILA 100 (P);17,34;0,24;Stan towaru powyżej ilości minimalnej;16,00;SZT;TZ;16,00;0,00;0,00;0,00;0,00;277,44
ILA-125;Króciec elastyczny ILA-125;18,47;11,45;Stan towaru powyżej ilości minimalnej;15,00;SZT;TP;15,00;1,00;0,00;0,00;10,00;277,05
ILA-125(P);Króciec elastyczny ILA-125;18,47;0,22;Stan towaru powyżej ilości minimalnej;15,00;SZT;TZ;15,00;0,00;0,00;0,00;30,00;277,05
ILA-160(P);Kołnierz elastyczny okrągły (kompensator drgań) ILA 160 (P);24,60;0,25;Stan towaru powyżej ilości minimalnej;18,00;SZT;TZ;18,00;0,00;0,00;0,00;21,00;442,80
ILA-200(P);Kołnierz elastyczny okrągły (kompensator drgań) ILA 200 (P);27,60;0,25;Stan towaru powyżej ilości minimalnej;16,00;SZT;TZ;16,00;0,00;0,00;0,00;20,00;441,60
ILA-250(P);Króciec elastyczny ILA-250;31,20;0,25;Stan towaru powyżej ilości minimalnej;22,00;SZT;TZ;22,00;0,00;0,00;0,00;20,00;686,40
ILA-315(P);Króciec elastyczny ILA-315;36,24;0,25;Stan towaru powyżej ilości minimalnej;25,00;SZT;TZ;25,00;0,00;0,00;0,00;19,00;906,00
ILA-355;Króciec elastyczny ILA-355;33,33;0,01;Stan towaru powyżej ilości minimalnej;11,00;SZT;TP;11,00;0,00;0,00;0,00;0,00;366,63
ILA-400(P);Króciec elastyczny ILA-400;49,00;0,22;Stan towaru powyżej ilości minimalnej;5,00;SZT;TZ;5,00;0,00;0,00;0,00;0,00;245,00
ILS 100-Z;Siatka-100;10,79;4,60;Stan towaru powyżej ilości minimalnej;19,00;SZT;TZ;19,00;0,00;0,00;0,00;20,00;205,01
ILS 125 (P);Siatka-125 (P);11,44;1,45;Stan towaru powyżej ilości minimalnej;39,00;SZT;TZ;39,00;17,00;0,00;0,00;20,00;446,16
ILS 160 (P);Siatka-160 (P);14,61;2,03;Stan towaru powyżej ilości minimalnej;43,00;SZT;TZ;43,00;0,00;0,00;0,00;80,00;628,23
ILS 160-Z;Siatka-160;18,25;7,18;Stan towaru poniżej ilości minimalnej;2,00;SZT;TP;2,00;4,00;0,00;0,00;0,00;36,50
ILS 200 (P);"Siatka-200 (P)
";18,25;2,87;Stan towaru powyżej ilości minimalnej;15,00;SZT;TZ;15,00;0,00;0,00;0,00;0,00;273,75
ILS 250-Z(P);"Siatka-250 (P)
";26,65;4,69;Stan towaru powyżej ilości minimalnej;20,00;SZT;TZ;20,00;0,00;0,00;0,00;0,00;533,00
ILS 315 (P);Siatka-315 (P);32,63;4,73;Stan towaru powyżej ilości minimalnej;15,00;SZT;TZ;15,00;1,50;0,00;0,00;45,00;489,45
ILS 335-Z;Siatka-355;38,61;0,01;Stan towaru powyżej ilości minimalnej;33,00;SZT;TZ;33,00;0,00;0,00;0,00;0,00;1 274,13
ILS 400-Z;Siatka-400;60,01;48,01;Stan towaru powyżej ilości minimalnej;9,00;SZT;TZ;9,00;0,00;0,00;0,00;10,00;540,09
ILS 500-Z;Siatka-500;64,00;0,01;Stan towaru powyżej ilości minimalnej;1,00;SZT;TP;1,00;0,00;0,00;0,00;0,00;64,00
INTERFIX 30X20X1,5 L-3000;Profil montażowy perforowany 30x20x1,5 L-3000;7,63;6,36;Stan towaru powyżej ilości minimalnej;81,00;mb;TP;81,00;27,00;0,00;0,00;90,00;618,03
INTERFIX 30X30X1,5 L-3000;Profil montażowy perforowany 30x30x1,5 L-3000;9,62;8,02;Stan towaru powyżej ilości minimalnej;239,00;mb;TP;239,00;228,00;0,00;0,00;666,00;2 299,18
INTERFIX 41X41X2,0 L-3000;Profil montażowy perforowany 41x41x2,0 L-3000 ;19,36;16,13;Stan towaru poniżej ilości minimalnej;134,00;mb;TP;125,00;192,00;9,00;0,00;1 134,00;2 594,24
KAIFLEX/ST/32/SAMOPRZYLEP;Mata kauczukowa izolacyjna Kaiflex ST gr32mm samoprzylepny (6m2);80,62;67,18;Stan towaru powyżej ilości minimalnej;6,00;m.kw;TP;6,00;2,50;0,00;0,00;0,00;483,72
KASK WURTH BIAŁY;Kask ochronny biały Wurth;85,10;72,00;Stan towaru powyżej ilości minimalnej;1,00;SZT;TP;1,00;0,00;0,00;0,00;0,00;85,10
KASK WURTH ZÓŁTY;Kask ochronny żółty Wurth;50,60;44,00;Stan towaru powyżej ilości minimalnej;1,00;SZT;TP;1,00;0,00;0,00;0,00;0,00;50,60
KAUCZUK 10MM;Mata kauczukowa samoprzylepna 10mm (20 mkw);29,26;20,60;Stan towaru powyżej ilości minimalnej;85,00;m.kw;TP;85,00;0,00;0,00;0,00;0,00;2 487,10
KAUCZUK 13MM;Mata kauczukowa samoprzylepna 13mm (14 mkw);36,67;28,21;Stan towaru powyżej ilości minimalnej;5,00;m.kw;TP;5,00;0,00;0,00;0,00;0,00;183,35
KAUCZUK 19MM;Mata kauczukowa samoprzylepna 19mm (10 mkw);33,60;28,00;Stan towaru powyżej ilości minimalnej;50,00;m.kw;TP;50,00;0,00;0,00;0,00;60,00;1 680,00
KĄTOWNIK KONS.NZM BUP 21/41;Kątownik kons.nzm BUP 21/41 Walraven;9,61;8,74;Stan towaru poniżej ilości minimalnej;3,00;SZT;TP;3,00;6,00;0,00;0,00;0,00;28,83
KLAMRA KLQ20;Klamra KLQ-20;0,44;0,28;Stan towaru powyżej ilości minimalnej;13 519,00;SZT;TP;13 519,00;3 270,00;0,00;0,00;15 000,00;5 948,36
KLAMRA KLQ-20 INOX;Klamra KLQ-20 Ścisk do kanałów nierdzewnych;5,93;4,94;Stan towaru powyżej ilości minimalnej;49,00;Szt.;TP;49,00;0,00;0,00;0,00;0,00;290,57
KLAPA KTM-O-S-200N L195-W0 ;Klapa KTM-O-S-200N L195-W0 ;126,69;108,28;Stan towaru powyżej ilości minimalnej;1,00;SZT;TP;1,00;0,00;0,00;0,00;0,00;126,69
KLAPA PRZECIWPOŻAROWA FRAPOL RK 150 HO FI 100;Klapa przeciwpożarowa Frapol RK 150 HO Fi 100;0,00;0,00;Usługa;0,00;SZT;UP;0,00;0,00;0,00;0,00;0,00;0,00
KLAPA ZWROTNA BLU.125 MAGNETIC;Klapa zwrotna Blu.125 Magnetic;35,63;29,00;Stan towaru poniżej ilości minimalnej;5,00;Szt.;TP;5,00;6,00;0,00;0,00;0,00;178,15
KLAPA ZWROTNA MS100;Klapa zwrotna MS100;0,00;0,00;Usługa;0,00;SZT;UP;0,00;0,00;0,00;0,00;0,00;0,00
KLAPAGRYFIT200;Przeciwpożarowa klapa odcinajaca EIS120 z mankietem mufowym GRYFIT CX-4S, D=200 + Wyzwalacz topikowy WT72C;229,00;151,58;Stan towaru powyżej ilości minimalnej;1,00;SZT;TP;1,00;0,00;0,00;0,00;0,00;229,00
KLEJ CONLIT 20KG;Klej Conlit 20kg;328,38;285,55;Stan towaru powyżej ilości minimalnej;2,00;SZT;TP;2,00;0,00;0,00;0,00;14,00;656,76
KLEJ MONTAŻOWY BIAŁY;Klej montażowy ultra mocny Biały;21,53;17,94;Stan towaru powyżej ilości minimalnej;12,00;SZT;TP;12,00;0,50;0,00;0,00;0,00;258,36
KLIMAFIX ALU 20MM;KLIMAFIX ALU 20 mm (10m2);22,48;20,44;Stan towaru powyżej ilości minimalnej;204,00;m.kw;TP;204,00;0,00;0,00;0,00;300,00;4 585,92
KLIMAFIX ALU 30MM;KLIMAFIX ALU 30 mm (8m2);24,33;22,31;Stan towaru powyżej ilości minimalnej;8,00;m.kw;TP;8,00;0,00;0,00;0,00;0,00;194,64
KLIMAFIX ALU 40MM;KLIMAFIX ALU 40 mm (6m2);29,11;0,01;Stan towaru powyżej ilości minimalnej;246,00;m.kw;TP;246,00;0,00;0,00;0,00;0,00;7 161,06
KLIMAFIX ALU 50MM;KLIMAFIX ALU 50 mm (5m2);31,92;0,01;Stan towaru powyżej ilości minimalnej;5,00;m.kw;TP;5,00;2,50;0,00;0,00;0,00;159,60
KLUCZ NASTAWNY 0-34MM WURTH;Klucz nastawny 0-34mm WURTH;144,90;126,00;Stan towaru powyżej ilości minimalnej;1,00;SZT;TP;1,00;0,00;0,00;0,00;0,00;144,90
KLUCZ PŁASKO-OCZKOWY Z GRZECHOTKĄ 10MM;BESSTO Klucz płasko-oczkowy z grzechotką 10mm;14,45;12,24;Stan towaru powyżej ilości minimalnej;5,00;SZT;TP;5,00;0,00;0,00;0,00;10,00;72,25
KLUCZ PŁASKO-OCZKOWY Z GRZECHOTKĄ 13MM;BESSTO Klucz płasko-oczkowy z grzechotką 13mm;19,33;16,90;Stan towaru powyżej ilości minimalnej;11,00;SZT;TP;11,00;0,00;0,00;0,00;0,00;212,63
KLUCZ PŁASKO-OCZKOWY Z GRZECHOTKĄ 17MM;BESSTO Klucz płasko-oczkowy z grzechotką 17mm;28,63;23,86;Stan towaru powyżej ilości minimalnej;5,00;SZT;TP;5,00;0,00;0,00;0,00;0,00;143,15
KLUCZE TRZPIENIOWE TORX ZESTAW;Klucze trzpieniowe torx 9szt, długie;17,15;14,29;Stan towaru powyżej ilości minimalnej;1,00;SZT;TP;1,00;0,00;0,00;0,00;0,00;17,15
KOLANO ODFE PVC;Kolano PVC ODFE 80 do koryta;10,63;9,24;Stan towaru powyżej ilości minimalnej;10,00;SZT;TP;10,00;2,50;0,00;0,00;20,00;106,30
KOŁEK 12/60;Kołek rozporowy SX 12x60;0,67;0,56;Stan towaru powyżej ilości minimalnej;617,00;SZT;TP;617,00;398,50;0,00;0,00;869,00;413,39
KOŁEK DRIVA G-K;Kołek do G-K driva;0,48;0,01;Stan towaru powyżej ilości minimalnej;265,00;SZT;TP;265,00;0,00;0,00;0,00;0,00;127,20
KOŁEK RAMOWY 10X100;Kołek ramowy fi 10x100 (dybel z łbem sześciokątnym);1,49;1,24;Stan towaru powyżej ilości minimalnej;90,00;SZT;TP;90,00;6,50;0,00;0,00;200,00;134,10
KOŁEK RAMOWY 10X200;Kołek ramowy fi 10x200 (dybel z łbem sześciokątnym);4,50;3,75;Stan towaru powyżej ilości minimalnej;107,00;SZT;TP;107,00;12,50;0,00;0,00;75,00;481,50
KOŁEK RAMOWY 10X240;Kołek ramowy fi 10x240 (dybel z łbem sześciokątnym);5,08;4,23;Stan towaru powyżej ilości minimalnej;75,00;SZT;TP;75,00;4,00;0,00;0,00;125,00;381,00
KOŁEK RAMOWY 10X300;Kołek ramowy fi 10x300 (dybel z łbem sześciokątnym);9,25;7,71;Stan towaru powyżej ilości minimalnej;75,00;SZT;TP;75,00;3,00;0,00;0,00;100,00;693,75
KOŁEK SHARK PRO 10X56;Kołek SHARK PRO 10x56 Wurth;0,48;0,40;Stan towaru powyżej ilości minimalnej;90,00;SZT;TP;90,00;0,00;0,00;0,00;0,00;43,20
KOŁEK SHARK TWIST 8X46;KOŁEK SHARK TWIST 8X46 Wurth;0,29;0,25;Stan towaru powyżej ilości minimalnej;184,00;SZT;TP;184,00;0,00;0,00;0,00;0,00;53,36
KOŁEK SHARK UR 8X80;KOŁEK SHARK UR 8X80 Wurth;2,09;1,74;Stan towaru powyżej ilości minimalnej;143,00;SZT;TP;143,00;0,00;0,00;0,00;0,00;298,87
KOŁEK10/50;Kołek rozporowy SX 10x50;0,50;0,38;Stan towaru powyżej ilości minimalnej;548,00;SZT;TP;548,00;0,00;0,00;0,00;0,00;274,00
KOŁEKRAMOWY10X160;Kołek ramowy fi 10x160 (dybel z łbem sześciokątnym);2,20;1,83;Stan towaru powyżej ilości minimalnej;78,00;SZT;TP;78,00;12,50;0,00;0,00;200,00;171,60
KOŁEKSZYBKI 6X40;Kołek szybkiego montażu 6x40;0,07;0,06;Stan towaru powyżej ilości minimalnej;772,00;SZT;TP;772,00;198,00;0,00;0,00;1 935,00;54,04
KOŁEKSZYBKI 6X60;Kołek szybkiego montażu 6x60;0,12;0,10;Stan towaru powyżej ilości minimalnej;460,00;SZT;TP;460,00;100,00;0,00;0,00;400,00;55,20
KOŁEKSZYBKI 6X80;Kołek szybkiego montażu 6x80;0,14;0,12;Stan towaru powyżej ilości minimalnej;337,00;SZT;TP;337,00;0,00;0,00;0,00;521,00;47,18
KOŁEKSZYBKI 8X45;Kołek szybkiego montażu 8x45;0,17;0,15;Stan towaru powyżej ilości minimalnej;133,00;SZT;TP;133,00;0,00;0,00;0,00;329,00;22,61
KOŁEKSZYBKI 8X60;Kołek szybkiego montażu 8x60;0,16;0,13;Stan towaru powyżej ilości minimalnej;200,00;SZT;TP;200,00;0,00;0,00;0,00;0,00;32,00
KOŁEKSZYBKI 8X80;Kołek szybkiego montażu 8x80;0,23;0,19;Stan towaru powyżej ilości minimalnej;283,00;SZT;TP;283,00;4,00;0,00;0,00;0,00;65,09
KONSOLA 600;Konsola kątowa ze wspornikiem L-600;35,49;28,90;Stan towaru powyżej ilości minimalnej;18,00;SZT;TP;18,00;1,00;0,00;0,00;9,00;638,82
KONSOLA 800;Konsola kątowa ze wspornikiem L-800;41,21;39,33;Stan towaru powyżej ilości minimalnej;1,00;SZT;TP;1,00;0,00;0,00;0,00;0,00;41,21
KONSOLA30X30 L-500;Konsola 30x30 500mm;18,00;15,25;Stan towaru powyżej ilości minimalnej;7,00;SZT;TP;7,00;0,00;0,00;0,00;0,00;126,00
KONSOLA500;Konsola kątowa ze wspornikiem L-500;31,72;26,90;Stan towaru powyżej ilości minimalnej;20,00;SZT;TP;20,00;4,00;0,00;0,00;5,00;634,40
KORYTO MONTAŻOWE 60X80X2000 PVC RAL9003;Koryto montażowe 60x80x2000 PVC OD80 RAL9003;29,79;25,90;Stan towaru powyżej ilości minimalnej;9,00;SZT;TP;9,00;1,00;0,00;0,00;16,00;268,11
KOSZT DOST. KURIER - KOSZT DOSTAWY KURIER (SHIPPIN;KOSZT DOST. KURIER - Koszt dostawy Kurier (shipping cost);0,00;5,00;Stan towaru powyżej ilości minimalnej;1,00;SZT;TP;1,00;0,00;0,00;0,00;0,00;0,00
KOSZT WYSYŁKI:;Koszt wysyłki:;0,00;0,00;Usługa;0,00;SZT;UP;0,00;0,00;0,00;0,00;0,00;0,00
KOTWA BOLCOWA M10X80;Kotwa bolcowa M10x80 Rawl;1,79;1,49;Stan towaru powyżej ilości minimalnej;586,00;SZT;TP;586,00;0,00;0,00;0,00;250,00;1 048,94
KOTWA BOLCOWA M8X80;Kotwa bolcowa M8x80 Rawl;1,15;0,96;Stan towaru powyżej ilości minimalnej;766,00;SZT;TP;766,00;0,00;0,00;0,00;800,00;880,90
KOTWA CHEMICZNA 300ML;Kotwa chemiczna 300ml;23,04;19,20;Stan towaru powyżej ilości minimalnej;2,00;SZT;TP;2,00;0,50;0,00;0,00;0,00;46,08
KOTWA CHEMICZNA WURTH;Kotwa chemiczna Wurth;45,77;39,80;Stan towaru powyżej ilości minimalnej;4,00;SZT;TP;4,00;0,50;0,00;0,00;0,00;183,08
KOTWA DBZ 6X35;Kotwa rozprężna do sufitów podwieszanych DBZ 6x35;0,50;0,42;Stan towaru powyżej ilości minimalnej;270,00;SZT;TP;270,00;200,00;0,00;0,00;300,00;135,00
KOTWA DBZ 6X40;Kotwa rozprężna do sufitów podwieszanych DBZ 6x40;0,50;0,42;Stan towaru powyżej ilości minimalnej;500,00;SZT;TP;500,00;0,00;0,00;0,00;1 600,00;250,00
KOTWA DBZ 6X62;Kotwa rozprężna do sufitów podwieszanych DBZ 6x65;0,79;0,66;Stan towaru powyżej ilości minimalnej;200,00;SZT;TP;200,00;0,00;0,00;0,00;0,00;158,00
KOTWA MOSIEZNA M10;Kotwa mosiężna M10;0,83;0,66;Stan towaru powyżej ilości minimalnej;429,00;SZT;TP;429,00;260,00;0,00;0,00;800,00;356,07
KOTWA MOSIEZNA M8;Kotwa mosiężna M8;0,49;0,41;Stan towaru poniżej ilości minimalnej;1 036,00;SZT;TP;1 036,00;1 150,00;0,00;0,00;8 200,00;507,64
KOTWA MOSIĘŻNA M12;Kotwa mosiężna M12;0,89;0,71;Stan towaru powyżej ilości minimalnej;44,00;SZT;TP;44,00;0,00;0,00;0,00;0,00;39,16
KOTWA MOSIĘŻNA M6;Kotwa mosiężna M6;0,42;0,35;Stan towaru powyżej ilości minimalnej;1 307,00;SZT;TP;1 307,00;0,00;0,00;0,00;0,00;548,94
KOTWA WBIJANA M12X50;Kotwa wbijana M12x50 Walraven ;1,16;1,05;Stan towaru powyżej ilości minimalnej;684,00;SZT;TP;684,00;0,00;0,00;0,00;1 200,00;793,44
KOTWA WBIJANA M8X30;Kotwa wbijana M8x30 Walraven;0,60;0,46;Stan towaru powyżej ilości minimalnej;200,00;SZT;TP;200,00;0,00;0,00;0,00;1 000,00;120,00
KOTWAFHY M10;Kotwa FHY M10;3,54;2,95;Stan towaru powyżej ilości minimalnej;108,00;SZT;TP;108,00;5,00;0,00;0,00;0,00;382,32
KOTWAFHY M8;Kotwa FHY M8;3,31;2,76;Stan towaru poniżej ilości minimalnej;306,00;SZT;TP;306,00;365,00;0,00;0,00;280,00;1 012,86
KOTWAM10 RAWL;Kotwa stalowa M10 Rawlplug;0,80;0,50;Stan towaru powyżej ilości minimalnej;805,00;SZT;TP;805,00;780,00;0,00;0,00;1 281,00;644,00
KOTWAM10 T-FIX;Kotwa stalowa M10;0,66;0,43;Stan towaru poniżej ilości minimalnej;711,00;SZT;TP;711,00;780,00;0,00;0,00;0,00;469,26
KOTWAM16STALOWA;Kotwa stalowa M16;4,01;3,34;Stan towaru powyżej ilości minimalnej;39,00;SZT;TP;39,00;0,00;0,00;0,00;0,00;156,39
KOTWAM8 RAWL;Kotwa stalowa M8 Rawlplug;0,62;0,45;Stan towaru powyżej ilości minimalnej;930,00;SZT;TP;930,00;200,00;0,00;0,00;3 910,00;576,60
